"","urbrur","hhsize","statocc","rooms","bedrooms","floor","walls","roof","electricity","cook_fuel","phone","cell","car","bicycle","motorcycle","refrigerator","tv","radio","bank","exp_01","exp_02","exp_03","exp_04","exp_05","exp_06","exp_07","exp_08","exp_09","exp_10","exp_11","exp_12"
"2913","Urban",5,"Owned",2,2,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",4115,44,1111,4433,778,650,2870,1390,613,1191,419,1328
"2914","Rural",3,"Free",2,1,"Earth","Brick","Metal","No","Wood","No","No","No","No","No","No","Yes","No","No",3531,232,170,797,157,89,149,10,46,23,89,95
"2915","Rural",6,"Rented",3,2,"Cement","Brick","Concrete","Yes","Coal","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",6453,73,1210,7056,457,344,813,379,383,894,496,1815
"2916","Rural",2,"Owned",1,1,"Earth","Adobe","Slate","Yes","Wood","No","No","No","No","No","No","No","Yes","No",2730,48,317,468,287,116,234,0,86,58,33,133
"2917","Rural",7,"Owned",1,1,"Earth","Adobe","Thatch","No","Petroleum","No","Yes","No","No","No","No","No","No","No",3443,153,369,295,333,91,255,244,120,127,193,165
"2918","Urban",1,"Rented",1,1,"Cement","Brick","Scrap","Yes","Gas","No","No","No","No","No","No","Yes","Yes","Yes",1489,29,256,2031,106,86,279,99,54,58,264,373
"2919","Rural",8,"Owned",2,1,"Earth","Brick","Slate","No","Wood","No","Yes","No","Yes","No","No","No","Yes","No",7513,418,459,831,387,192,657,217,235,155,186,156
"2920","Rural",1,"Owned",2,1,"Cement","Concrete","Metal","Yes","Electricity","No","Yes","No","No","No","Yes","Yes","Yes","Yes",1831,232,517,926,522,35,644,636,215,59,474,629
"2921","Rural",3,"Free",1,1,"Cement","Adobe","Metal","Yes","Coal","No","Yes","No","No","No","No","Yes","Yes","Yes",4510,76,685,615,536,85,459,471,202,377,595,435
"2922","Rural",11,"Free",4,3,"Earth","Adobe","Thatch","No","Other","No","No","No","Yes","No","No","No","Yes","No",4884,499,629,785,469,169,177,26,60,79,100,149
"2923","Rural",5,"Owned",8,5,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",11474,149,3754,13497,3067,1391,10674,3190,1681,6449,1887,3262
"2924","Rural",4,"Owned",5,3,"Cement","Brick","Metal","Yes","Other","No","No","No","No","No","Yes","Yes","Yes","No",3231,44,946,3466,500,327,790,362,334,1067,182,1353
"2925","Urban",7,"Owned",6,3,"Cement","Brick","Metal","Yes","Petroleum","No","Yes","No","Yes","No","No","No","Yes","Yes",4545,202,797,2250,461,378,829,398,399,672,439,478
"2926","Rural",4,"Owned",3,2,"Cement","Wood","Metal","Yes","Coal","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes",5708,118,428,2377,391,131,802,310,249,180,597,317
"2927","Rural",5,"Owned",1,1,"Earth","Wood","Scrap","No","Coal","No","No","No","No","No","No","No","No","No",3831,137,196,691,190,54,145,23,46,83,96,70
"2928","Urban",2,"Rented",1,1,"Cement","Concrete","Metal","Yes","Petroleum","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes",3123,133,700,1227,614,120,729,719,325,284,683,614
"2929","Urban",5,"Owned",5,3,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",6863,76,1545,6815,850,752,1506,1616,702,2910,506,1522
"2930","Rural",4,"Free",2,1,"Earth","Stone","Metal","No","Gas","No","No","No","No","No","No","No","Yes","No",2656,32,435,1362,200,87,271,7,70,154,80,338
"2931","Rural",6,"Owned",1,1,"Earth","Adobe","Thatch","No","Wood","No","No","No","No","No","No","No","Yes","No",4249,96,494,462,341,87,231,58,84,112,208,216
"2932","Rural",5,"Owned",5,2,"Other","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes",3023,33,962,3607,507,404,2456,518,291,1013,370,969
"2933","Urban",13,"Owned",2,1,"Cement","Adobe","Metal","Yes","Petroleum","No","No","No","No","No","No","No","No","No",5957,104,870,1354,543,317,523,112,248,1192,910,541
"2934","Rural",6,"Owned",5,3,"Tile","Brick","Metal","Yes","Coal","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes",4746,84,563,5936,773,269,2981,329,437,396,666,925
"2935","Rural",6,"Owned",4,3,"Earth","Brick","Concrete","Yes","Coal","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",3966,63,864,4508,408,314,1668,317,255,661,445,1393
"2936","Urban",1,"Rented",1,1,"Cement","Brick","Metal","No","Coal","No","No","No","No","No","No","No","Yes","No",1444,325,278,625,185,42,259,70,92,52,1159,161
"2937","Rural",5,"Owned",1,1,"Earth","Adobe","Metal","No","Wood","No","Yes","No","No","No","No","No","No","No",3285,150,302,222,264,62,207,207,74,82,134,115
"2938","Urban",6,"Owned",5,4,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes",4817,80,1096,5172,421,474,1216,1124,359,1172,412,1171
"2939","Rural",6,"Owned",4,3,"Cement","Brick","Concrete","Yes","Gas","No","No","No","No","No","Yes","Yes","No","No",3592,39,636,3913,138,214,478,142,104,567,219,754
"2940","Rural",2,"Owned",1,1,"Earth","Stone","Thatch","No","Wood","No","No","No","No","No","No","No","No","No",2685,233,162,491,179,50,101,15,23,11,55,49
"2941","Rural",6,"Free",1,1,"Cement","Brick","Metal","Yes","Other","No","Yes","Yes","No","No","No","Yes","No","Yes",3999,64,1051,2531,617,474,2622,420,430,1498,787,1214
"2942","Rural",5,"Owned",2,1,"Other","Brick","Concrete","Yes","Wood","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",4016,52,1379,4417,869,290,2257,694,425,1303,865,1512
"2943","Rural",1,"Owned",3,1,"Cement","Adobe","Metal","Yes","Wood","No","Yes","No","No","No","Yes","Yes","Yes","Yes",2290,125,364,409,434,43,553,597,285,94,342,309
"2944","Rural",2,"Free",2,1,"Earth","Adobe","Scrap","Yes","Wood","No","No","No","No","No","No","No","Yes","No",2268,112,221,713,223,76,160,18,27,17,128,97
"2945","Rural",5,"Free",1,1,"Earth","Brick","Metal","No","Wood","No","No","No","No","No","No","No","Yes","No",3880,398,240,630,189,76,196,13,47,29,63,75
"2946","Urban",10,"Owned",3,2,"Earth","Brick","Metal","Yes","Coal","No","Yes","No","No","No","No","Yes","Yes","Yes",4990,328,851,2869,399,303,928,280,614,876,673,408
"2947","Rural",2,"Free",2,1,"Earth","Adobe","Wood","No","Wood","No","No","No","No","No","No","No","No","No",1175,235,196,593,273,72,97,24,30,13,114,59
"2948","Urban",5,"Owned",3,2,"Cement","Brick","Metal","Yes","Coal","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",7385,203,1383,8962,1133,346,5907,614,1286,1424,1890,1643
"2949","Rural",2,"Owned",1,1,"Earth","Wood","Wood","No","Wood","No","No","No","No","No","No","No","No","No",2542,124,72,666,128,47,65,11,23,5,57,23
"2950","Rural",3,"Free",1,1,"Earth","Wood","Thatch","No","Wood","No","Yes","No","No","No","No","No","Yes","No",4699,161,251,513,244,99,336,216,119,29,107,66
"2951","Rural",3,"Owned",4,2,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",6387,79,1401,5539,830,584,1537,1638,473,950,370,1545
"2952","Rural",1,"Free",2,1,"Earth","Brick","Other","Yes","Wood","No","No","No","No","No","No","No","No","No",735,271,71,791,131,20,66,12,16,3,250,61
"2953","Rural",8,"Owned",1,1,"Earth","Other","Metal","No","Wood","No","No","No","No","No","No","No","No","No",8058,65,148,762,239,78,126,15,58,61,165,47
"2954","Rural",5,"Owned",3,2,"Cement","Brick","Concrete","Yes","Gas","Yes","No","No","No","Yes","Yes","Yes","Yes","No",3552,25,730,3188,296,239,473,509,161,702,256,828
"2955","Rural",5,"Owned",1,1,"Earth","Adobe","Thatch","No","Wood","No","Yes","No","No","No","No","No","Yes","No",5011,222,532,344,419,94,360,287,122,124,189,212
"2956","Rural",8,"Owned",1,1,"Earth","Adobe","Thatch","No","Wood","No","Yes","No","No","No","No","No","Yes","No",5430,196,569,351,448,111,422,352,172,264,279,240
"2957","Rural",4,"Owned",5,3,"Other","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",2784,40,949,3452,539,354,2763,540,320,844,354,936
"2958","Urban",2,"Rented",1,1,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","No","Yes",2963,61,717,3318,425,245,966,620,260,251,602,966
"2959","Rural",1,"Owned",1,1,"Earth","Brick","Metal","No","Wood","No","Yes","No","No","No","No","No","No","No",2322,297,249,496,363,50,209,327,96,25,427,159
"2960","Rural",5,"Owned",5,4,"Cement","Brick","Concrete","Yes","Wood","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",4978,82,1171,5924,749,405,2327,786,327,1037,691,1631
"2961","Rural",8,"Owned",2,1,"Earth","Wood","Metal","No","Wood","No","No","No","No","No","No","No","No","No",7496,68,353,1191,215,195,219,0,37,69,58,88
"2962","Urban",9,"Rented",4,3,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",7511,121,2232,8024,1391,1164,5740,2569,1062,2310,687,2574
"2963","Urban",5,"Owned",4,3,"Other","Brick","Concrete","Yes","Gas","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",2941,38,944,3546,334,295,663,441,326,1392,328,863
"2964","Rural",1,"Owned",1,1,"Cement","Wood","Metal","No","Wood","No","No","No","No","No","No","No","No","No",1786,56,134,542,119,28,100,16,14,17,110,88
"2965","Rural",5,"Owned",3,2,"Earth","Adobe","Metal","No","Wood","No","No","No","No","No","No","No","No","No",2770,361,218,312,211,51,123,20,33,38,50,66
"2966","Rural",5,"Owned",4,3,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",2712,37,641,2560,175,178,459,222,109,526,188,707
"2967","Urban",1,"Free",2,1,"Cement","Brick","Concrete","Yes","Gas","Yes","No","No","No","No","Yes","Yes","No","No",1345,10,106,3630,294,196,133,487,96,17,57,279
"2968","Rural",7,"Owned",2,2,"Earth","Adobe","Thatch","Yes","Gas","No","No","No","Yes","No","Yes","No","No","No",4827,16,802,2147,512,311,397,17,163,341,141,742
"2969","Rural",2,"Free",4,3,"Cement","Brick","Metal","Yes","Wood","No","Yes","No","No","No","Yes","Yes","Yes","Yes",4697,146,540,4647,410,205,693,440,174,190,338,974
"2970","Rural",6,"Owned",1,1,"Earth","Wood","Scrap","Yes","Wood","No","No","No","No","No","No","Yes","No","No",4180,17,439,1573,394,83,170,30,53,156,822,616
"2971","Rural",3,"Owned",2,2,"Cement","Brick","Metal","Yes","Wood","No","No","No","No","No","Yes","Yes","No","No",5420,139,269,1848,268,94,822,34,139,92,260,193
"2972","Rural",5,"Free",7,5,"Cement","Adobe","Other","Yes","Wood","No","Yes","No","No","No","No","Yes","No","No",5633,113,732,2027,530,267,533,563,145,287,166,397
"2973","Rural",6,"Owned",2,2,"Earth","Metal","Thatch","No","Wood","No","Yes","No","No","No","No","No","No","No",4488,174,238,364,204,64,265,119,66,43,69,66
"2974","Rural",8,"Owned",2,2,"Cement","Brick","Metal","No","Gas","No","No","No","Yes","No","No","No","Yes","No",3209,41,593,2221,148,106,239,17,58,556,207,523
"2975","Rural",1,"Free",1,1,"Other","Wood","Thatch","No","Wood","No","No","No","No","No","No","No","No","No",1401,58,39,376,41,13,40,5,6,2,25,10
"2976","Rural",4,"Owned",4,2,"Other","Brick","Concrete","Yes","Wood","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",2884,40,974,3457,351,175,654,349,220,1178,470,1013
"2977","Urban",5,"Owned",1,1,"Cement","Concrete","Metal","Yes","Gas","Yes","No","No","No","No","Yes","No","No","No",5437,24,523,2695,753,297,299,695,213,233,442,570
"2978","Rural",3,"Free",2,1,"Earth","Adobe","Metal","No","Wood","No","No","No","No","No","No","No","Yes","No",3170,41,305,597,295,98,134,18,68,22,42,128
"2979","Rural",3,"Free",1,1,"Earth","Other","Thatch","Yes","Wood","No","Yes","No","No","No","No","No","No","No",5015,147,295,719,421,279,306,163,238,35,163,150
"2980","Urban",5,"Owned",7,3,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",6144,107,1684,8046,1469,957,4979,2499,1198,2275,681,1773
"2981","Rural",5,"Free",1,1,"Cement","Brick","Other","Yes","Gas","No","Yes","No","No","No","Yes","Yes","No","No",3520,31,823,2454,232,146,389,144,107,861,466,766
"2982","Rural",4,"Owned",3,2,"Other","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",2490,28,617,2314,183,149,475,233,95,332,223,713
"2983","Urban",10,"Owned",6,3,"Other","Concrete","Concrete","Yes","Petroleum","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",12973,107,2007,8274,3862,1820,2745,1524,2546,1249,305,1674
"2984","Rural",2,"Owned",1,1,"Earth","Wood","Thatch","No","Wood","No","No","No","No","No","No","No","No","No",2505,92,98,417,125,42,74,12,21,14,42,30
"2985","Rural",5,"Free",1,1,"Earth","Metal","Metal","No","Coal","No","Yes","No","No","No","No","Yes","No","No",4389,146,539,531,451,80,671,432,287,622,641,187
"2986","Rural",4,"Owned",3,3,"Cement","Brick","Metal","Yes","Gas","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",4738,73,991,6644,985,605,4086,1204,415,753,644,1764
"2987","Rural",6,"Owned",1,1,"Earth","Brick","Scrap","No","Other","No","No","No","No","No","No","No","No","No",3085,182,780,1083,530,177,178,42,60,116,139,337
"2988","Urban",5,"Owned",4,3,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes",5763,76,1666,6506,885,535,1452,1485,709,2834,861,1421
"2989","Rural",2,"Owned",1,1,"Earth","Adobe","Thatch","No","Wood","No","No","No","No","No","No","No","No","No",3046,115,275,505,264,65,142,31,37,20,140,129
"2990","Rural",6,"Owned",2,1,"Cement","Metal","Metal","Yes","Coal","No","No","No","No","No","No","No","Yes","No",2656,39,375,862,220,46,154,19,46,561,501,235
"2991","Urban",7,"Rented",4,3,"Cement","Brick","Metal","Yes","Gas","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",6790,161,1642,6384,878,725,1921,1262,931,2368,596,1468
"2992","Rural",5,"Rented",1,1,"Cement","Brick","Thatch","Yes","Wood","No","Yes","No","Yes","No","No","No","Yes","No",4871,129,561,802,286,146,448,227,195,303,331,274
"2993","Rural",9,"Owned",1,1,"Cement","Adobe","Metal","No","Wood","No","No","No","No","No","No","No","Yes","No",6127,108,977,539,470,92,390,68,141,1003,677,392
"2994","Urban",9,"Owned",4,4,"Earth","Brick","Metal","Yes","Wood","No","No","No","Yes","No","No","No","No","No",4808,85,336,2484,200,431,209,14,81,206,66,625
"2995","Rural",6,"Owned",4,3,"Cement","Brick","Concrete","Yes","Gas","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes",2950,24,650,3144,243,297,1306,164,143,647,187,711
"2996","Rural",3,"Owned",2,1,"Earth","Brick","Other","No","Other","No","Yes","No","No","No","No","No","No","No",1924,144,337,548,324,89,145,146,56,72,53,179
"2997","Rural",3,"Free",2,1,"Cement","Adobe","Metal","No","Gas","No","No","No","Yes","No","No","No","Yes","No",2091,63,618,1093,169,76,374,33,128,206,57,276
"2998","Rural",2,"Owned",1,1,"Earth","Metal","Metal","Yes","Wood","No","Yes","No","No","No","No","Yes","Yes","Yes",2939,35,296,663,412,141,388,105,390,42,73,294
"2999","Rural",2,"Owned",5,1,"Earth","Brick","Thatch","No","Wood","No","No","No","Yes","No","No","No","No","No",2303,296,84,676,133,63,77,8,20,12,36,78
"3000","Rural",4,"Owned",3,2,"Other","Brick","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",2540,30,753,2460,245,170,623,287,147,382,258,743
"3001","Rural",1,"Free",2,1,"Earth","Adobe","Concrete","Yes","Gas","No","No","No","No","No","Yes","No","No","No",1339,27,253,2007,490,128,298,42,181,18,41,337
"3002","Rural",3,"Owned",1,1,"Earth","Wood","Scrap","Yes","Wood","No","No","No","No","No","No","No","No","No",2608,11,359,1108,194,210,197,0,29,127,82,387
"3003","Rural",7,"Owned",8,4,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",9008,78,2181,9792,1864,1350,7193,2277,787,2148,787,2567
"3004","Urban",5,"Owned",3,2,"Other","Brick","Concrete","Yes","Gas","Yes","No","No","No","Yes","Yes","Yes","No","No",3278,33,721,3518,356,207,418,499,242,1400,396,675
"3005","Urban",7,"Owned",3,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",4075,38,972,3554,295,386,669,413,257,1243,255,970
"3006","Urban",17,"Free",1,1,"Earth","Metal","Metal","Yes","Wood","No","Yes","No","No","No","No","No","No","No",7764,40,702,1951,956,149,162,260,88,182,2273,654
"3007","Rural",8,"Owned",2,1,"Earth","Wood","Metal","No","Wood","No","No","No","No","No","No","No","Yes","No",7744,166,288,1101,422,149,253,13,58,96,266,148
"3008","Rural",1,"Owned",1,1,"Earth","Adobe","Metal","Yes","Gas","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes",2454,30,353,1462,1203,220,2026,185,604,81,80,524
"3009","Urban",2,"Owned",1,1,"Cement","Brick","Concrete","Yes","Gas","No","No","No","No","No","Yes","No","No","No",1931,27,337,2301,114,107,274,119,68,145,233,500
"3010","Rural",5,"Owned",5,2,"Earth","Brick","Concrete","Yes","Wood","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4634,72,1182,5481,826,437,2421,852,388,1709,700,1346
"3011","Urban",1,"Owned",3,2,"Cement","Metal","Metal","Yes","Coal","No","Yes","No","No","No","No","No","Yes","Yes",1799,63,227,518,269,50,298,318,125,108,544,211
"3012","Rural",4,"Owned",4,4,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4088,58,1223,4804,1058,492,4037,1134,536,1052,605,1256
"3013","Rural",2,"Owned",2,1,"Earth","Adobe","Thatch","Yes","Wood","No","No","No","No","No","No","No","No","No",2277,117,195,472,180,70,124,25,30,16,96,87
"3014","Urban",2,"Rented",4,2,"Cement","Brick","Concrete","Yes","Coal","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes",3439,148,668,4233,409,159,720,518,317,283,1049,744
"3015","Rural",7,"Owned",4,2,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes",5499,73,1896,5098,725,557,1716,1376,553,1636,526,1559
"3016","Rural",2,"Rented",1,1,"Cement","Other","Metal","Yes","Petroleum","No","Yes","No","No","No","No","Yes","Yes","Yes",2831,146,427,500,474,105,625,874,362,102,569,358
"3017","Rural",5,"Owned",2,1,"Earth","Wood","Thatch","No","Wood","No","No","No","No","No","No","No","Yes","No",5782,171,197,774,166,112,237,23,60,27,42,46
"3018","Rural",2,"Owned",2,1,"Earth","Wood","Metal","Yes","Coal","No","No","No","No","No","No","Yes","Yes","No",3180,177,189,986,234,77,340,43,198,30,158,175
"3019","Urban",5,"Owned",5,3,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5014,59,1442,7406,1590,828,3515,1938,898,3061,700,1488
"3020","Rural",1,"Free",2,1,"Cement","Adobe","Metal","No","Coal","No","No","No","No","No","No","No","No","No",1308,91,110,210,111,19,86,24,21,19,196,57
"3021","Urban",5,"Owned",3,3,"Cement","Brick","Metal","Yes","Wood","No","No","No","No","No","No","No","Yes","No",3540,135,411,2548,155,146,343,43,167,503,196,375
"3022","Rural",6,"Owned",2,1,"Earth","Adobe","Metal","No","Wood","No","Yes","No","Yes","No","No","No","Yes","No",2913,65,324,625,249,59,154,124,68,76,101,152
"3023","Urban",2,"Owned",2,1,"Cement","Brick","Metal","Yes","Gas","No","No","No","No","No","No","No","No","No",1521,10,120,1807,78,164,125,36,35,42,43,216
"3024","Rural",5,"Owned",3,2,"Other","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","No","Yes",2437,27,653,2496,282,230,1569,308,151,479,313,721
"3025","Urban",9,"Owned",4,3,"Cement","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",5544,79,1713,5164,588,795,3132,931,548,1678,412,1776
"3026","Urban",1,"Rented",4,1,"Other","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",1695,67,626,5196,583,200,751,752,426,163,735,728
"3027","Rural",3,"Owned",4,2,"Earth","Adobe","Metal","No","Wood","No","Yes","No","No","No","Yes","No","No","No",3727,144,461,1348,518,77,238,284,111,155,164,276
"3028","Urban",5,"Rented",3,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","No","No",3627,32,797,3460,308,381,619,394,256,990,228,932
"3029","Urban",2,"Free",2,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",2132,43,592,3763,558,321,2401,655,392,237,397,847
"3030","Rural",8,"Owned",1,1,"Earth","Brick","Thatch","No","Wood","No","Yes","No","No","No","No","No","No","No",8756,324,438,844,415,197,499,177,163,120,158,166
"3031","Rural",10,"Owned",3,2,"Earth","Brick","Thatch","No","Wood","No","No","No","Yes","No","No","No","Yes","No",7941,465,380,1231,312,163,368,34,118,83,71,124
"3032","Urban",5,"Owned",3,3,"Cement","Brick","Concrete","Yes","Gas","No","No","Yes","No","Yes","Yes","Yes","No","Yes",3583,29,766,4155,338,426,1525,298,208,738,242,983
"3033","Urban",4,"Owned",3,2,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes",4536,52,1136,5089,912,553,2969,1400,637,1605,584,1233
"3034","Urban",3,"Rented",2,2,"Cement","Adobe","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",3842,88,801,2318,704,342,1040,443,424,244,370,650
"3035","Urban",4,"Owned",1,1,"Cement","Brick","Metal","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",3101,62,511,2535,175,207,513,254,150,423,272,602
"3036","Urban",4,"Rented",3,1,"Cement","Brick","Concrete","Yes","Gas","No","No","No","No","Yes","Yes","Yes","Yes","Yes",2495,24,450,2588,165,163,299,83,95,393,145,631
"3037","Urban",5,"Owned",3,2,"Cement","Brick","Metal","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",3374,71,892,4207,618,394,3080,725,438,723,439,1415
"3038","Rural",2,"Owned",1,1,"Earth","Wood","Metal","Yes","Wood","No","No","No","No","No","No","Yes","No","No",2231,18,92,598,184,121,113,11,67,6,35,92
"3039","Urban",3,"Free",1,1,"Cement","Brick","Metal","Yes","Gas","No","No","No","No","No","Yes","Yes","Yes","Yes",3087,20,430,3208,188,205,305,169,93,476,218,606
"3040","Rural",3,"Owned",2,1,"Cement","Brick","Metal","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","No","Yes",3329,35,529,3180,306,251,640,409,134,187,172,807
"3041","Urban",1,"Owned",6,1,"Other","Concrete","Metal","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",2715,15,179,3414,689,99,227,426,85,75,379,431
"3042","Rural",2,"Owned",2,1,"Cement","Adobe","Metal","Yes","Coal","No","Yes","No","No","No","Yes","Yes","No","No",3317,45,342,583,439,75,331,269,177,66,143,268
"3043","Urban",2,"Rented",2,1,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",2463,37,633,2828,368,230,602,499,244,484,343,711
"3044","Urban",4,"Owned",2,1,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",2702,28,672,2432,281,238,478,326,190,587,191,796
"3045","Rural",7,"Rented",2,1,"Cement","Concrete","Metal","Yes","Wood","No","Yes","No","No","No","No","No","No","No",5474,74,645,582,462,102,438,368,181,567,682,356
"3046","Urban",4,"Rented",3,2,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5386,68,1428,6204,1147,688,3634,1720,821,2185,686,1526
"3047","Urban",2,"Rented",1,1,"Cement","Brick","Metal","Yes","Gas","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes",2361,54,575,2564,387,185,492,596,229,546,348,635
"3048","Rural",2,"Owned",5,1,"Cement","Adobe","Metal","Yes","Wood","No","No","No","No","No","No","No","Yes","No",2872,16,238,1022,305,242,186,26,89,44,11,149
"3049","Urban",3,"Rented",3,2,"Cement","Brick","Metal","Yes","Electricity","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",4932,191,837,6656,975,257,3904,587,608,360,1263,1490
"3050","Rural",2,"Owned",3,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","No","Yes",3367,29,499,5323,581,544,2252,640,207,207,211,877
"3051","Urban",3,"Owned",4,2,"Other","Brick","Concrete","Yes","Gas","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes",3555,59,849,6546,1033,411,3244,1296,636,771,500,1015
"3052","Rural",8,"Owned",3,1,"Earth","Brick","Metal","No","Wood","No","No","No","No","No","No","No","No","No",4214,372,196,662,211,105,174,11,60,48,31,71
"3053","Rural",5,"Owned",1,1,"Earth","Cardboard","Metal","Yes","Gas","No","Yes","No","No","Yes","No","Yes","Yes","No",4642,21,699,858,902,483,765,88,683,231,130,432
"3054","Urban",7,"Rented",3,2,"Other","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",3218,49,1042,3053,241,265,578,355,217,1192,346,841
"3055","Urban",4,"Owned",3,2,"Other","Concrete","Concrete","Yes","Gas","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",7934,64,1264,5146,2749,751,1766,1702,2051,1579,520,1245
"3056","Urban",2,"Free",2,2,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","No","No","Yes","Yes","Yes",2327,32,555,2520,471,326,517,1017,416,384,198,658
"3057","Urban",3,"Owned",1,1,"Cement","Brick","Metal","Yes","Gas","No","Yes","No","No","No","No","No","No","Yes",2338,30,480,1220,189,161,418,207,98,519,364,547
"3058","Urban",1,"Rented",3,1,"Cement","Brick","Other","Yes","Gas","No","No","No","No","No","Yes","No","No","No",747,6,49,2158,76,88,59,58,23,8,21,106
"3059","Rural",4,"Owned",4,2,"Cement","Brick","Metal","Yes","Gas","No","No","No","No","No","Yes","Yes","Yes","No",3121,28,508,3503,238,236,418,163,108,484,102,832
"3060","Urban",4,"Free",2,1,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",2867,32,698,2532,312,247,529,373,215,551,209,819
"3061","Urban",6,"Owned",4,3,"Cement","Brick","Other","Yes","Gas","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes",4840,105,1034,4130,355,399,908,451,305,1196,355,1027
"3062","Urban",4,"Owned",2,2,"Cement","Brick","Metal","Yes","Gas","No","Yes","No","No","No","No","Yes","No","Yes",4117,76,674,3403,215,393,804,356,230,595,308,748
